Jurisdiction,State,Year,ElectionDate,Office,Winner,IncumbentStatusofWinner,total_cands_with_writein,Numberofrounds,Totalballotscast,Firstroundactivevotes,Finalroundactivevotes,Firstroundvoteforwinner,Firstroundpercentforwinner,Firstroundplaceforwinner,Finalroundvotesforwinner,Finalroundpercentforwinner,Winnersconsensusvalue,WinnersFinalRoundVotesasPe,Fullyrankedballots,Ballotswith2Rankings,BallotsRankingtheWinner,FirstRoundUndervote,FirstRoundOvervotes,pctfirstroundover,TotalBallotswithOvervotes,InactivebyOvervote,InactivebySkippedRankings,InactivebyAbstention,Inactivebyrankinglimit,TotalInactive,Includesduplicaterankings,Includesskippedrankings,TurnoutPercentpercentofregi,RegisteredVotersinJurisdictio,Condorcetwinner,ComeFromBehindWinner,NumberofRankingsPermitted,BallotStyle,BallotMarkingStyle,VotingEquipmentUsed,Linktofullresults,CVRAvailable,Notes,RaceID,AU,female_cands,male_cands,nonbin_cands,gender_miss_cands,black_cands,hisp_cands,mena_cands,aapi_cands,white_cands,other_cands,minority_cands,num_cands_no_writein,female_cands5,male_cands5,nonbin_cands5,gender_miss_cands5,black_cands5,hisp_cands5,mena_cands5,aapi_cands5,white_cands5,other_cands5,minority_cands5,total_cands5,open_seat,allcands_male,allcands_female,cands_mixed_gender,allcands_male5,allcands_female5,cands_mixed_gender5,special_election,month,gen_election,prim_election,level,record available
Oakland,CA,2020,11/3/2020,City Council District 1,Dan Kalb,Incumbent,3,1,41006,36823,36823,19872,0.5396627108057465,1,19872,0.5396627108057465,.875539744181625,0.5396627108057465,19683,27180,32532,3875.0,110.0,0.0026825342632785,185.0,0.0,0.0,0.0,0.0,0,1008.0,525.0,,46197,Y,N,5.0,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1,,1,2,0,1,0,0,0,1,2,0,1,3,1,2,0,0,0,0,0,1,2,0,1,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2020,11/3/2020,City Council AL,Rebecca Kaplan,Incumbent,3,2,204976,184875,182032,91111,0.4928248816768087,1,95334,0.5237211039817175,.832146044624746,0.5156673427991887,101934,134375,156615,17370.0,1357.0,0.0066202872531418,2281.0,112.0,0.0,2731.0,0.0,2843,8433.0,4983.0,,254365,Y,N,5.0,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1,,2,1,0,1,1,0,0,0,2,0,1,3,2,1,0,0,1,0,0,0,2,0,1,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2020,11/3/2020,City Council District 2,Terry Taplin,Challenger,4,3,8984,8181,7641,3222,0.3938393839383939,1,4756,0.62243161889805,.7766776677667759,0.581347023591248,3235,6504,6660,725.0,65.0,0.0072350845948353,94.0,5.0,0.0,535.0,0.0,540,241.0,141.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV_tab1,,1,3,0,1,3,0,0,0,1,0,3,4,1,3,0,0,3,0,0,0,1,0,3,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Berkeley,CA,2020,11/3/2020,Mayor,Jesse Arreguin,Incumbent,4,1,64074,58281,58281,36708,0.6298450609975806,1,36708,0.6298450609975806,.84137197371356,0.6298450609975806,18070,37694,51222,5428.0,146.0,0.0022786153510004,349.0,0.0,0.0,0.0,0.0,0,1719.0,1285.0,0.8126474393120767,78846,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Berkeley_11032020_MayorBerkeleyRCV_tab1,,1,3,0,1,2,1,0,1,0,0,4,4,0,3,0,0,1,1,0,1,0,0,3,3,0,0,0,1,1,0,0,0.0,11,1,0,local,yes
Berkeley,CA,2020,11/3/2020,City Council District 6,Susan Wengraf,Incumbent,2,1,8579,7751,7751,5631,0.7264869049154947,1,5631,0.7264869049154947,.8611792026835241,0.7264869049154947,3224,3293,6704,800.0,6.0,0.0006993822123791,11.0,0.0,0.0,0.0,0.0,0,186.0,83.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV_tab1,,1,1,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2020,11/3/2020,City Council District 5,Noel Gallo,Incumbent,3,1,19777,17667,17667,8976,0.5080658855493293,1,8976,0.5080658855493293,.818644931227712,0.5080658855493293,10526,13201,14697,1901.0,160.0,0.0080902057946099,252.0,0.0,0.0,0.0,0.0,0,758.0,523.0,,26226,Y,N,5.0,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1,,1,2,0,1,0,3,0,0,0,0,3,3,1,2,0,0,0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2020,11/3/2020,City Council District 3,Carroll Fife,Challenger,6,3,34417,30641,30194,15067,0.4917267713194739,1,15429,0.5109955620321919,.706308540843967,0.5035410071472863,12030,22270,24354,3427.0,294.0,0.0085422901473109,1113.0,51.0,0.0,396.0,0.0,447,1097.0,399.0,,42605,Y,N,5.0,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,,4,2,0,1,5,0,0,0,0,0,5,5,2,2,0,0,4,0,0,0,0,0,4,4,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Leandro,CA,2020,11/3/2020,County Council District 4,Fred Simon,OpenSeat,2,1,39821,32691,32691,22999,0.7035269646079961,1,22999,0.7035269646079961,.8772,0.7035269646079961,20497,20692,29200,6748.0,172.0,0.0043193289972628,204.0,0.0,0.0,0.0,0.0,0,1202.0,2139.0,,8877,Y,N,5.0,Grid,Oval,Dominion ImageCast,,Y,,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV_tab1,,0,2,0,1,1,0,0,0,1,0,1,2,0,2,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,0,0,0.0,11,1,0,local,yes
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 3,Aaron Peskin,Incumbent,4,1,32889,28893,28893,15412,0.5334,1,15412,0.5334,.7658,0.5334,15531,22098,25708,3904.0,92.0,0.0027972878470005,181.0,0.0,0.0,0.0,0.0,0,664.0,1201.0,,37649,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3_tab1,,0,4,0,1,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 11,Ahsha Safai,Incumbent,4,3,34262,31350,30837,15135,0.4828,1,16367,0.5307,.8837,0.5221,20905,25184,27709,2795.0,117.0,0.0034148619461794,190.0,10.0,0.0,503.0,0.0,513,1201.0,581.0,,41122,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11_tab1,,0,4,0,1,0,2,1,1,0,0,4,4,0,3,0,0,0,2,1,0,0,0,3,3,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,School board district 6,VALARIE BACHELOR,,3,2,16898,14455,13948,6970,0.48219,1,7564,0.5423,.81695,0.52328,7095,10255,11809,2252.0,149.0,0.0088176115516629,270.0,14.0,0.0,493.0,0.0,507,660.0,335.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Oakland_11082022_Schoolboarddistrict6,,2,1,0,0,0,2,0,0,0,1,3,3,2,1,0,0,0,2,0,0,0,1,3,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,2/15/2022,Assessor Recorder,JOAQUIN TORRES,OpenSeat,1,1,308340,224579,224579,224579,1.0,1,224579,1.0,1,1.0,224580,1,224579,83754.0,7.0,2.27022118441e-05,9.0,0.0,0.0,0.0,0.0,0,9208.0,6742.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_AssessorRecorder,,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1.0,2,0,0,local,yes
San Francisco,CA,2022,11/8/2022,"Board of Supervisors, District 2",CATHERINE STEFANI,,1,1,31877,22541,22541,22541,1.0,1,22541,1.0,1,1.0,22541,0,22541,9336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,765.0,427.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_BoardofSupervisorsD2,,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,"Board of Supervisors, District 10",SHAMANN WALTON,Incumbent,2,1,20674,16825,16825,12220,0.7263,1,12220,0.7263,.8773800000000001,0.7263,8002,8002,14762,3783.0,66.0,0.0031924155944665,75.0,0.0,0.0,0.0,0.0,0,872.0,606.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_BoardofSupervisorsD10,,0,2,0,0,1,0,1,0,0,0,2,2,0,2,0,0,1,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,School board district 2,JENNIFER BROUHARD,,3,2,17851,15048,14672,7509,0.499,1,9372,0.63877,.84583,0.62281,6757,10625,12728,2649.0,97.0,0.0054338692510224,180.0,17.0,0.0,359.0,0.0,376,379.0,230.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Oakland_11082022_Schoolboarddistrict2,,1,2,0,0,0,1,0,1,1,0,2,3,1,2,0,0,0,1,0,1,1,0,2,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,"Board of Supervisors, District 6",MATT DORSEY,Incumbent,4,1,18663,16274,16274,8267,0.50799,1,8267,0.50799,.73424,0.50799,6150,10807,13049,2299.0,90.0,0.0048223758238225,142.0,0.0,0.0,0.0,0.0,0,516.0,308.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,Incumbent appointed,SanFrancisco_11082022_BoardofSupervisorsD6,,3,1,0,0,3,0,0,0,1,0,3,4,1,1,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,City Councilmember District 6,KEVIN JENKINS,OpenSeat,4,1,16903,14748,14748,10484,0.71088,1,10484,0.71088,.87971,0.71088,5470,9724,13341,1968.0,137.0,0.0081050701058984,360.0,0.0,0.0,0.0,0.0,0,830.0,430.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Oakland_11082022_CityCouncilmemberDistrict6,,1,3,0,0,3,0,0,0,1,0,3,4,1,3,0,0,3,0,0,0,1,0,3,4,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,School board district 4,MIKE HUTCHINSON,,3,3,30983,26569,24586,8147,0.30664,3,12421,0.50521,.7211,0.4675,11665,18664,19183,4269.0,145.0,0.0046799857986638,254.0,28.0,0.0,1955.0,0.0,1983,603.0,304.0,,,N - no Condorcet winner,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,No Condorcet winner,Oakland_11082022_Schoolboarddistrict4,,1,2,0,1,2,0,0,0,1,0,2,3,1,2,0,0,2,0,0,0,1,0,2,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,"Board of Supervisors, District 4",JOEL ENGARDIO,Challenger,2,1,30085,27029,27029,13749,0.50868,1,13749,0.50868,.70114,0.50868,10655,10655,18951,3003.0,53.0,0.0017616752534486,57.0,0.0,0.0,0.0,0.0,0,1302.0,848.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_BoardofSupervisorsD4,,0,2,0,0,0,0,0,1,1,0,1,2,0,2,0,0,0,0,0,1,1,0,1,2,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,City Councilmember District 4,JANANI RAMACHANDRAN,OpenSeat,2,1,30983,27722,27722,18953,0.68368,1,18953,0.68368,.85221,0.68368,14177,14389,23625,3090.0,89.0,0.0028725430074557,120.0,0.0,0.0,0.0,0.0,0,747.0,428.0,,,Y,N,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Oakland_11082022_CityCouncilmemberDistrict4,,1,0,1,0,1,0,0,1,0,0,2,2,1,0,1,0,1,0,0,1,0,0,2,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,Public Defender,MANO RAJU,OpenSeat,2,1,308340,255300,255300,183378,0.71828,1,183378,0.71828,.88996,0.71828,116471,116471,227206,52554.0,486.0,0.0015761821366025,537.0,0.0,0.0,0.0,0.0,0,9493.0,5482.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_PublicDefender,,1,1,0,0,0,0,0,2,0,0,2,2,1,1,0,0,0,0,0,2,0,0,2,2,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,"Board of Supervisors, District 8",RAFAEL MANDELMAN,Incumbent,2,1,42258,35370,35370,27395,0.77453,1,27395,0.77453,.89644,0.77453,14134,14134,31707,6852.0,36.0,0.0008519096975721,42.0,0.0,0.0,0.0,0.0,0,1325.0,572.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11082022_BoardofSupervisorsD8,,1,1,0,0,0,1,0,0,1,0,1,2,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
San Francisco,CA,2022,11/8/2022,District Attorney,BROOKE JENKINS,Incumbent,4,3,308340,275931,265318,126505,0.45847,1,142412,0.53676,.6614600000000001,0.51611,94727,174802,202121,31130.0,1279.0,0.0041480184212233,2368.0,284.0,0.0,10329.0,0.0,10613,10578.0,7389.0,,,Y,N,10.0,Grid,Oval,Dominion ImageCast,Link,Y,Incumbent appointed,SanFrancisco_11082022_DistrictAttorney,,1,3,0,0,1,0,0,1,1,1,3,4,1,2,0,0,1,0,0,1,1,0,2,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Oakland,CA,2022,11/8/2022,Mayor,SHENG THAO,OpenSeat,10,9,133527,126187,113735,40031,0.31724,2,57206,0.50298,.5694900000000001,0.45334,43740,109344,80552,4949.0,2241.0,0.0167831225145476,4658.0,834.0,0.0,8094.0,3524.0,12452,5356.0,1353.0,,,Y,Y,5.0,Grid,Oval,Dominion ImageCast,Link,Y,,Oakland_11082022_Mayor,,3,7,0,0,6,1,0,2,1,0,9,10,3,2,0,0,3,1,0,1,0,0,5,5,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Boulder,CO,2023,11/7/2023,Mayor,Aaron Brockett,Incumbent,4,2,32893,32893,32415,11504,0.3497,2,16823,0.519,.73651,0.51095,13174,25926,25278,0.0,0.0,0.0,0.0,0.0,12.0,472.0,0.0,511,305.0,148.0,,,Y,Y,4.0,,,Dominion,Link,Y,,Boulder_11072023_Mayor,,1,3,0,0,0,0,0,0,4,0,0,4,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,11,1,0,local,no
Takoma Park,MD,2022,11/8/2022,City Council Ward 2,Cindy Dyballa,Incumbent,1,1,1072,1072,1072,1010,0.94216,1,1010,0.94216,.95802,0.94216,1027,45,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,0.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard2,,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,City Council Ward 6,Jason Small,OpenSeat,7,4,652,652,607,268,0.41104,1,315,0.51895,.70399,0.48313,11,479,513,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45,14.0,6.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard6,,0,4,0,1,3,0,0,0,1,0,3,4,0,4,0,0,3,0,0,0,1,0,3,4,1,1,0,0,1,0,0,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,City Council Ward 4,Terry Seamens,Incumbent,1,1,576,576,576,559,0.97049,1,559,0.97049,.98958,0.97049,570,29,570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.0,0.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard4,,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,City Council Ward 3,Randy Gibson,OpenSeat,5,3,1373,1373,1348,601,0.43773,1,726,0.53858,.82374,0.52877,10,1086,1133,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25,9.0,5.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard3,,1,2,0,1,0,1,0,0,2,0,1,3,1,2,0,0,0,1,0,0,2,0,1,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,Mayor,Talisha Searcy,OpenSeat,6,1,5712,5712,5712,2974,0.52066,1,2974,0.52066,.85014,0.52066,106,4591,4866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.0,31.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_Mayor,,1,2,0,1,2,0,0,0,1,0,2,3,1,2,0,0,2,0,0,0,1,0,2,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,City Council Ward 1,Shana Fulcher,OpenSeat,3,1,1364,1364,1364,792,0.58065,1,792,0.58065,.84531,0.58065,628,967,1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,7.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard1,,2,1,0,1,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Takoma Park,MD,2022,11/8/2022,City Council Ward 5,Cara Honzak,OpenSeat,3,2,487,487,453,236,0.4846,1,265,0.58499,.82136,0.54415,255,348,401,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34,15.0,6.0,,,Y,N,,,,,Link,Y,,TakomaPark_11082022_CityCouncilWard5,,2,1,0,0,1,0,0,0,2,0,1,3,2,1,0,0,1,0,0,0,2,0,1,3,1,0,0,1,0,0,1,0.0,11,1,0,local,yes
Maine,ME,2018,11/6/2018,Congressional District 2,Jared Golden,Challenger,4,3,296077,289624,281371,132013,0.4558082000000001,2,142440,0.5062355000000001,.5397067,0.4918101,76900,142226,180457,5711.0,462.0,0.0015604048946727,1994.0,98.0,135.0,8020.0,0.0,8253,12625.0,14626.0,0.5845559418676048,506499,Y,Y,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_11062018_CongressionalDistrict2_tab1,,1,3,0,0,0,0,0,0,4,0,0,4,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,11,1,0,federal,yes
Maine,ME,2018,6/12/2018,"CD 2, Democratic Primary",Jared Golden,OpenSeat,4,3,50845,45211,43464,20987,0.4642012,1,23611,0.5432312,.7819336,0.5222402,15534,33308,37166,5408.0,132.0,0.0025961254793982,341.0,26.0,20.0,1701.0,0.0,1747,1024.0,1336.0,0.1008687268261812,504071,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_06122018_DemocraticPrimaryforCD2_tab1,,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,1,1,0,0,1,0,0,0.0,6,0,1,federal,yes
Maine,ME,2018,6/12/2018,"Governor, Democratic Primary",Janet Mills,OpenSeat,7,7,132250,126139,117253,41735,0.3308652,1,63387,0.5406002,.6344112,0.5025171,40921,110621,100599,5535.0,468.0,0.003538752362949,1843.0,150.0,151.0,8585.0,0.0,8886,4365.0,5856.0,0.1245381025384114,1061924,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_06122018_DemocraticPrimaryforGovernor_tab1,,4,3,0,1,0,0,0,0,7,0,0,7,2,2,0,0,0,0,0,0,4,0,0,4,1,0,0,1,0,0,1,0.0,6,0,1,state,yes
Maine,ME,2020,7/14/2020,State House District 49 Democratic Primary,Poppy Arford,OpenSeat,3,2,2358,2169,2075,899,0.4144767,1,1189,0.5730120000000001,.8644537,0.5481789,1493,1761,1875,185.0,3.0,0.0012722646310433,5.0,1.0,0.0,93.0,0.0,94,23.0,4.0,,7966,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49_tab1,,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,1,0,1,0,0,1,0,0.0,7,0,1,state,yes
Maine,ME,2020,7/14/2020,State Senate District 11 Democratic Primary,Glenn Chip Curry,OpenSeat,3,2,5723,5279,5019,2294,0.434552,1,2807,0.5592748000000001,.8939193000000001,0.5317295,3824,4342,4719,427.0,13.0,0.0022715359077407,42.0,7.0,0.0,253.0,0.0,260,88.0,27.0,,29561,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11_tab1,,0,2,1,0,0,0,0,0,3,0,0,3,0,2,1,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,7,0,1,state,yes
Maine,ME,2020,7/14/2020,State House District 90 Democratic Primary,Lydia V. Crafts,OpenSeat,3,2,2083,2024,1981,1010,0.4990119,1,1143,0.5769813,.8759881000000001,0.5647233,1441,1671,1773,53.0,5.0,0.0024003840614498,12.0,3.0,0.0,40.0,0.0,43,22.0,9.0,,7197,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90_tab1,,2,1,0,0,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,7,0,1,state,yes
Maine,ME,2020,7/14/2020,State House District 47 Democratic Primary,Arthur L. Bell,OpenSeat,3,2,2624,2493,2413,978,0.3922984000000001,1,1274,0.5279735,.8820698,0.5110309000000001,1833,2073,2199,125.0,5.0,0.001905487804878,20.0,2.0,0.0,78.0,0.0,80,28.0,8.0,,7911,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47_tab1,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,7,0,1,state,yes
Maine,ME,2020,7/14/2020,State House District 41 Democratic Primary,Samuel Lewis Zager,OpenSeat,3,2,2638,2519,2464,1239,0.4918618,1,1397,0.5669643,.9086938999999999,0.5545852,1818,2134,2289,114.0,4.0,0.001516300227445,10.0,0.0,0.0,55.0,0.0,55,12.0,7.0,,6739,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41_tab1,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,1,0.0,7,0,1,state,yes
Maine,ME,2020,7/14/2020,"CD2, Republican Primary",Dale Crafts,Challenger,3,2,58506,52561,48314,23665,0.4502388,1,28019,0.5799354,.8082989,0.5330758999999999,28287,33958,42485,5518.0,315.0,0.0053840631730079,574.0,57.0,0.0,4190.0,0.0,4247,4096.0,456.0,,464085,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2_tab1,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,7,0,1,federal,yes
Portland,ME,2021,11/2/2021,City Council At-Large,Roberto Rodriguez,OpenSeat,4,3,21322,19188,17063,5580,0.2908067542213884,1,8549,0.5010256109711071,Unknown,0.4455388784657077,Unknown,Unknown,Unknown,,,,,,,,,4259,,,,,Unknown,N,15.0,Grid,Oval,ES&S DS200/AutoMARK,Link,Y,Recount after final-round tie. This database reflects results of the recount.,Portland_11022021_CityCouncilAL,,0,4,0,0,0,1,0,0,3,0,1,4,0,4,0,0,0,1,0,0,3,0,1,4,1,1,0,0,1,0,0,0.0,11,1,0,local,no
Maine,ME,2022,11/8/2022,"US House, District ME-02",Jared Golden,Incumbent,3,3,322778,316777,311667,153209,0.48365,1,165296,0.53036,.6259900000000001,0.52181,80711,160112,200805,4944.0,1057.0,0.0032746965406564,2297.0,173.0,0.0,4937.0,0.0,5110,66619.0,9741.0,,,Y,N,12.0,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_11082022_CongressionalDistrict2,,1,2,0,1,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,11,1,0,federal,yes
Portland,ME,2022,6/14/2022,School board district 5,"Brydon, Sarah M.",OpenSeat,5,5,2131,1949,1737,945,0.4848640328373525,1,1195,0.6879677605066206,.64872,0.6131349409953822,383,1238,1349,175.0,8.0,0.003754106053496,13.0,0.0,0.0,48.0,5.0,53,36.0,15.0,,,Y,N,15.0,Grid,Oval,ES&S DS200/AutoMARK,Link,Y,,Portland_06142022_SchoolBoardDistrict5,,4,1,0,0,0,0,0,0,5,0,0,5,4,1,0,0,0,0,0,0,5,0,0,5,1,0,0,1,0,0,1,0.0,6,0,1,local,yes
Portland,ME,2022,11/8/2022,School Board District 3,"Opperman, Julianne R.",Incumbent,3,2,7518,6217,5911,2872,0.46196,1,3232,0.54678,.78076,0.51986,2758,3885,4854,1296.0,13.0,0.0017291832934291,41.0,0.0,0.0,306.0,0.0,306,153.0,27.0,,,Y,N,15.0,Grid,Oval,ES&S DS200/AutoMARK,Link,Y,,Portland_11082022_SchoolBoardDistrict3,,1,2,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,0.0,11,1,0,local,yes
Eastpointe,MI,2020,11/3/2020,City council special election (single seat),Sylvia Moore,OpenSeat,3,2,18093,13922,13176,5177,0.3719,1,7525,0.5711,.8391,0.5405,9835,11015,11682,4139.0,20.0,0.001105399878406,139.0,32.0,0.0,391.0,0.0,746,1402.0,77.0,,26231,Y,N,4.0,Columns,Oval,DS200/DS450/AutoMARK,Link,Y,,Eastpointe_11032020_CityCouncil,,2,1,0,0,3,0,0,0,0,0,3,3,2,1,0,0,3,0,0,0,0,0,3,3,1,0,0,1,0,0,1,0.0,11,1,0,local,no
