Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,diff,linear voters failure,gamma,mirror,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality
128,128,128,Minneapolis_11022021_Mayor.csv,[],no,0.883744527,,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,0.501501502,0.024548642,0.00010223,0.043614943
160,160,160,Minneapolis_11072017_Mayor.csv,[],no,0.784171973,,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,0.261261261,1.21E-05,1.21E-05,0.109035734
321,321,321,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,['Plurality'],no,0.798121805,,21,LOCAL,NO,B,MALIA COHEN,MALIA COHEN,MALIA COHEN,LYNETTE SWEET,,MALIA COHEN,MARLENE TRAN,MALIA COHEN,MALIA COHEN,0.101101101,0.050306425,0.050306425,1.534085019
318,318,318,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,[],no,0.76578655,,22,LOCAL,NO,B,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,0.387387387,0.01156053,0.01168191,0.66255831
308,308,308,Portland_06142022_SchoolboardAL.csv,[],no,0.548079083,,29,LOCAL,NO,B,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,"Lentz, Sarah M.","Lentz, Sarah M.","Grant, Benjamin K.","Grant, Benjamin K.",0.237237237,0.036242838,0.036242838,0.780305809
135,135,135,Minneapolis_11052013_Mayor.csv,[],no,0.797500567,,35,LOCAL,NO,E,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,0.489489489,4.82E-05,5.31E-05,0.14520034
196,196,196,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,[],no,1,,2,LOCAL,DP,R,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,0.992992993,0.314585787,0,
210,210,210,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,[],no,1,,2,LOCAL,DP,R,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,0.995995996,0.047257228,0,
211,211,211,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,[],no,1,,2,LOCAL,DP,R,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,0.995995996,0.358715597,0,
223,223,223,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],no,1,,2,LOCAL,DP,R,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,0.992992993,0.372136156,0,
106,106,106,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.811806656,,3,STATE,DP,R,"Zager, Samuel Lewis","Grant, Benjamin K.","Zager, Samuel Lewis","Zager, Samuel Lewis",,"Grant, Benjamin K.","Grant, Benjamin K.","Grant, Benjamin K.","Zager, Samuel Lewis",0.447447447,0.306116806,0.461581128,2.956804676
107,107,107,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,[],no,0.816105769,,3,STATE,DP,R,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.",,"Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.","Bell, Arthur L.",0.478478478,0.036827459,0,3.199629539
108,108,108,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.776243094,,3,STATE,DP,R,"Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy","Arford, Poppy",,"Perreault, Corinne Ann","Arford, Poppy","Perreault, Corinne Ann","Arford, Poppy",0.978978979,0.439891082,0.488803436,2.606890131
109,109,109,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.800394283,,3,STATE,DP,R,"Crafts, Lydia V.","Pieh, Wendy","Crafts, Lydia V.","Crafts, Lydia V.",,"Pieh, Wendy","Pieh, Wendy","Pieh, Wendy","Crafts, Lydia V.",0.457457457,0.299284155,0.472492462,3.11165874
110,110,110,Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.781368103,,3,STATE,DP,R,"Curry, Glenn Chip","Stanicki, Robyn M.","Curry, Glenn Chip","Curry, Glenn Chip",,"Stanicki, Robyn M.","Stanicki, Robyn M.","Stanicki, Robyn M.","Curry, Glenn Chip",0.471471471,0.388619513,0.485885964,2.454629732
186,186,186,NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,"['IRV', 'Condorcet', 'Plurality']",yes,0.922902076,,3,LOCAL,DP,E,Donovan J. Richards Jr.,Elizabeth S. Crowley,Donovan J. Richards Jr.,Donovan J. Richards Jr.,,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,0.436436436,0.429883382,0.441738803,3.69999585
191,191,191,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,['Approval'],no,0.850931319,,3,LOCAL,DP,R,Kevin Riley,Kevin Riley,Kevin Riley,Kevin Riley,,Kevin Riley,Kevin Riley,Pamela A. Hamilton-Johnson,Kevin Riley,0.525525526,0.370199156,0.528309323,2.299861044
208,208,208,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,[],no,0.890203907,,3,LOCAL,DP,R,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,0.98998999,0.187555447,0,2.307718181
212,212,212,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,[],no,0.879619786,,3,LOCAL,DP,R,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,0.50950951,0.088421962,0,1.159610914
225,225,225,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,[],no,0.929475869,,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,0.474474474,0.028753842,0,1.226317454
236,236,236,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,[],no,0.898467414,,3,LOCAL,DP,O,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,Jumaane D. Williams,0.505505506,0.02088389,0,1.409872661
195,195,195,NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,[],no,0.819745034,,4,LOCAL,DP,R,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,0.37037037,0.073436877,0,1.633158015
204,204,204,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,[],no,0.780429594,,4,LOCAL,DP,R,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,0.988988989,0,0,1.147219174
215,215,215,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,[],no,0.821652943,,4,LOCAL,DP,R,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,0.255255255,0,0,0.647920561
224,224,224,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,[],no,0.757263535,,4,LOCAL,DP,R,Charles Barron,Charles Barron,Charles Barron,Charles Barron,,Charles Barron,Charles Barron,Charles Barron,Charles Barron,0.31031031,0.20566323,0.314978336,2.95844958
227,227,227,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,[],no,0.763525305,,4,LOCAL,DP,R,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,0.291291291,0.296383427,0.296383427,3.29277706
233,233,233,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,[],no,0.751881628,,4,LOCAL,DP,R,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,Diana I. Ayala,0.287287287,0.114552299,0,2.164898595
100,100,100,Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,[],no,0.775845529,,5,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.191191191,0.059452239,0,0.947785631
183,183,183,NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,[],no,0.66626627,,5,LOCAL,DP,E,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,0.226226226,0.231064923,0.231064923,3.583811578
187,187,187,NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,[],no,0.685076422,,5,LOCAL,DP,E,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,0.185185185,0,0,1.483110362
192,192,192,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,[],no,0.695512499,,5,LOCAL,DP,R,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,0.444444444,0,0,1.870193761
201,201,201,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,[],no,0.735926305,,5,LOCAL,DP,R,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,0.199199199,0.100023259,0,1.693453368
217,217,217,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,['Approval'],no,0.734899329,,5,LOCAL,DP,R,Chi A. Osse,Chi A. Osse,Chi A. Osse,Chi A. Osse,,Chi A. Osse,Chi A. Osse,Chi A. Osse,Tahirah A. Moore,0.214214214,0.226291733,0.226291733,2.313894291
228,228,228,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],no,0.714611872,,5,LOCAL,DP,R,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,0.428428428,0,0,3.219409186
193,193,193,NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,[],no,0.599407156,,6,LOCAL,DP,R,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,0.136136136,0,0,2.363291554
198,198,198,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,[],no,0.722413398,,6,LOCAL,DP,R,Tony Avella,Tony Avella,Tony Avella,Tony Avella,,Tony Avella,Tony Avella,Tony Avella,Tony Avella,0.146146146,0.116725352,0.148263388,3.004950429
202,202,202,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,[],no,0.687950249,,6,LOCAL,DP,R,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,0.444444444,0,0,0.823764408
213,213,213,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.690441248,,6,LOCAL,DP,R,Felicia Singh,Michael G. Scala,Felicia Singh,Felicia Singh,,Michael G. Scala,Michael G. Scala,Michael G. Scala,Felicia Singh,0.475475475,0.337033381,0.322718369,3.208691601
218,218,218,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,[],no,0.702168719,,6,LOCAL,DP,R,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,0.082082082,0,0,2.31366481
219,219,219,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,[],no,0.706431107,,6,LOCAL,DP,R,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,0.304304304,0,0,3.515181299
221,221,221,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],no,0.72500263,,6,LOCAL,DP,R,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,0.383383383,0,0,1.143574604
231,231,231,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],no,0.730844395,,6,LOCAL,DP,R,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,0.604604605,0,0,0.687284258
105,105,105,Maine_06122018_DemocraticPrimaryforGovernor.csv,[],no,0.425970152,,7,STATE,DP,E,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.",,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.",0.12012012,0,0,3.01525504
185,185,185,NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,[],no,0.677257117,,7,LOCAL,DP,E,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,0.09009009,0,0,3.208036834
190,190,190,NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,[],no,0.644797841,,7,LOCAL,DP,R,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,0.085085085,0,0,1.856919237
203,203,203,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,[],no,0.655577063,,7,LOCAL,DP,R,Linda Lee,Linda Lee,Linda Lee,Linda Lee,,Linda Lee,Linda Lee,Linda Lee,Linda Lee,0.181181181,0,0,3.25586776
216,216,216,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,[],no,0.735636135,,7,LOCAL,DP,R,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,0.063063063,0.043611398,0.067642638,3.688858259
220,220,220,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],no,0.670614011,,7,LOCAL,DP,R,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,0.134134134,0.008111102,0,2.889744315
230,230,230,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],no,0.674286838,,7,LOCAL,DP,R,Julie Menin,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin,0.061061061,0,0,1.990604611
0,0,0,Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES.csv,[],no,0.670398136,,8,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.243243243,0,0,0.246922236
189,189,189,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,[],no,0.695678792,,8,LOCAL,DP,R,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,0.121121121,0.02312796,0.02312796,2.779702932
194,194,194,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,[],no,0.640004855,,8,LOCAL,DP,R,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,0.248248248,0,0,2.167393985
197,197,197,NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.581141758,,8,LOCAL,DP,R,Amanda Farias,William Rivera,Amanda Farias,Amanda Farias,,William Rivera,William Rivera,William Rivera,Amanda Farias,0.194194194,0.078463848,0.07073489,2.781921487
200,200,200,NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,[],no,0.657177753,,8,LOCAL,DP,R,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,0.212212212,0,0,3.546435775
205,205,205,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Approval']",no,0.661887854,,8,LOCAL,DP,R,Shekar Krishnan,Yi Andy Chen,Shekar Krishnan,Yi Andy Chen,,Yi Andy Chen,Yi Andy Chen,Yi Andy Chen,Shekar Krishnan,0.349349349,0.074123626,0.106686975,2.83223383
214,214,214,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,[],no,0.700253616,,8,LOCAL,DP,R,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,0.29029029,0,0,1.007652129
226,226,226,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],no,0.635601017,,8,LOCAL,DP,R,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,0.187187187,0,0,2.812433586
199,199,199,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,[],no,0.642291314,,9,LOCAL,DP,R,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,0.434434434,0.230382101,0.305216096,2.244497178
209,209,209,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,[],no,0.616659856,,9,LOCAL,DP,R,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,0.14014014,0.021507036,0.021507036,1.982860945
229,229,229,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],no,0.543728172,,9,LOCAL,DP,R,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,0.112112112,0.024535932,0.024535932,2.238768759
188,188,188,NewYorkCity_06222021_DEMComptrollerCitywide.csv,[],no,0.664014037,,10,LOCAL,DP,O,Brad Lander,Brad Lander,Brad Lander,Brad Lander,,Brad Lander,Brad Lander,Corey D. Johnson,Corey D. Johnson,0.144144144,0,0,1.63813551
97,97,97,Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,[],no,0.853185216,,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.11011011,0,0,0.622940523
98,98,98,Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,[],no,0.86144785,,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.115115115,0,0,0.592226238
99,99,99,Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,[],no,0.859216398,,11,FEDERAL,DP,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.077077077,0,0,1.282803164
222,222,222,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],no,0.602432807,,11,LOCAL,DP,R,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,0.176176176,0.068476065,0.068476065,1.992870781
184,184,184,NewYorkCity_06222021_DEMBoroughPresidentKings.csv,[],no,0.687332859,,12,LOCAL,DP,E,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,0.068068068,0,0,2.505306633
207,207,207,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,[],no,0.48863859,,12,LOCAL,DP,R,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,0.226226226,0.015192161,0.009847187,1.909754497
232,232,232,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],no,0.586628759,,12,LOCAL,DP,R,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,0.166166166,0,0,1.957197699
234,234,234,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,"['IRV', 'Condorcet']",yes,0.525760349,,13,LOCAL,DP,R,Kristin Richardson Jordan,Bill Perkins,Kristin Richardson Jordan,Bill Perkins,,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins,0.198198198,0.08864879,0.072241748,3.154078248
235,235,235,NewYorkCity_06222021_DEMMayorCitywide.csv,[],no,0.462661277,,13,LOCAL,DP,E,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,0.13013013,0.096646241,0.085003333,3.636559188
206,206,206,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,[],no,0.48,,15,LOCAL,DP,R,Julie Won,Julie Won,Julie Won,Julie Won,,Julie Won,Julie Won,Julie Won,Julie Won,0.117117117,0.007974289,0.007974289,2.105440011
409,409,409,Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,[],no,0.733346319,,9,FEDERAL,,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.258258258,0,0,0.312297866
